,kR,rob_gamma,vmax
0,0.1,0.4723747006154357,0.1
1,0.16378937069540642,0.4727785722137026,0.1
2,0.2682695795279726,0.48190751607735705,0.1
3,0.43939705607607904,0.5005376214062025,0.1
4,0.7196856730011519,0.5303183824730043,0.1
5,1.1787686347935873,0.5738692482870089,0.1
6,1.9306977288832496,0.634658123545054,0.1
7,3.1622776601683795,0.7159953646534335,0.1
8,5.17947467923121,0.8180704517658625,0.1
9,8.483428982440717,0.9334335414676386,0.1
10,13.894954943731374,1.0457286076003354,0.1
11,22.758459260747887,1.136368648395185,0.1
12,37.27593720314938,1.195731682723747,0.1
13,61.054022965853264,1.227845171088829,0.1
14,100.0,1.2430263735730862,0.1
0,0.1,0.4202525612634606,0.16378937069540642
1,0.16378937069540642,0.41346363480605436,0.16378937069540642
2,0.2682695795279726,0.41216777408918726,0.16378937069540642
3,0.43939705607607904,0.4162206232144091,0.16378937069540642
4,0.7196856730011519,0.4258703509758668,0.16378937069540642
5,1.1787686347935873,0.4417781890507831,0.16378937069540642
6,1.9306977288832496,0.4650703974406648,0.16378937069540642
7,3.1622776601683795,0.49736024050754707,0.16378937069540642
8,5.17947467923121,0.5405287539540704,0.16378937069540642
9,8.483428982440717,0.595680166571743,0.16378937069540642
10,13.894954943731374,0.6603408223028993,0.16378937069540642
11,22.758459260747887,0.7249100709281114,0.16378937069540642
12,37.27593720314938,0.7756060117924983,0.16378937069540642
13,61.054022965853264,0.8062833118983619,0.16378937069540642
14,100.0,0.8215483646870332,0.16378937069540642
0,0.1,0.3851701287096388,0.2682695795279726
1,0.16378937069540642,0.3753486667039135,0.2682695795279726
2,0.2682695795279726,0.36939361092828477,0.2682695795279726
3,0.43939705607607904,0.36687067967565573,0.2682695795279726
4,0.7196856730011519,0.3675353017811938,0.2682695795279726
5,1.1787686347935873,0.37128152913845697,0.2682695795279726
6,1.9306977288832496,0.3780811757408752,0.2682695795279726
7,3.1622776601683795,0.3878570348983073,0.2682695795279726
8,5.17947467923121,0.40013972462328157,0.2682695795279726
9,8.483428982440717,0.4131276274738122,0.2682695795279726
10,13.894954943731374,0.42163912263923853,0.2682695795279726
11,22.758459260747887,0.4162823023263916,0.2682695795279726
12,37.27593720314938,0.39434664150950244,0.2682695795279726
13,61.054022965853264,0.3700728295918062,0.2682695795279726
14,100.0,0.3543893244752673,0.2682695795279726
0,0.1,0.36042905774009604,0.43939705607607904
1,0.16378937069540642,0.34948323082307303,0.43939705607607904
2,0.2682695795279726,0.3414462075777662,0.43939705607607904
3,0.43939705607607904,0.33579824734815916,0.43939705607607904
4,0.7196856730011519,0.33210816676217253,0.43939705607607904
5,1.1787686347935873,0.32994703766739863,0.43939705607607904
6,1.9306977288832496,0.328749247447526,0.43939705607607904
7,3.1622776601683795,0.32751154482481126,0.43939705607607904
8,5.17947467923121,0.3240229438355863,0.43939705607607904
9,8.483428982440717,0.3128191438195861,0.43939705607607904
10,13.894954943731374,0.28139873772784113,0.43939705607607904
11,22.758459260747887,0.2179248476838217,0.43939705607607904
12,37.27593720314938,0.14860360654594806,0.43939705607607904
13,61.054022965853264,0.10626903529990883,0.43939705607607904
14,100.0,0.08684527386067592,0.43939705607607904
0,0.1,0.3422011057168568,0.7196856730011519
1,0.16378937069540642,0.3310225934639858,0.7196856730011519
2,0.2682695795279726,0.3221002716814586,0.7196856730011519
3,0.43939705607607904,0.3148867027570385,0.7196856730011519
4,0.7196856730011519,0.30884972391257404,0.7196856730011519
5,1.1787686347935873,0.30335075547518825,0.7196856730011519
6,1.9306977288832496,0.2974112264125063,0.7196856730011519
7,3.1622776601683795,0.28914901046894376,0.7196856730011519
8,5.17947467923121,0.27420803085469525,0.7196856730011519
9,8.483428982440717,0.24143846942664907,0.7196856730011519
10,13.894954943731374,0.17021111031303923,0.7196856730011519
11,22.758459260747887,0.07790831097902153,0.7196856730011519
12,37.27593720314938,0.02599575548727563,0.7196856730011519
13,61.054022965853264,0.012323686385323098,0.7196856730011519
14,100.0,0.00917704105844785,0.7196856730011519
0,0.1,0.3282128123534547,1.1787686347935873
1,0.16378937069540642,0.3172094270141885,1.1787686347935873
2,0.2682695795279726,0.3079604788718595,1.1787686347935873
3,0.43939705607607904,0.2998966670680243,1.1787686347935873
4,0.7196856730011519,0.2923905677883769,1.1787686347935873
5,1.1787686347935873,0.2845796699446826,1.1787686347935873
6,1.9306977288832496,0.27497393182166996,1.1787686347935873
7,3.1622776601683795,0.260397524387177,1.1787686347935873
8,5.17947467923121,0.23276831117875874,1.1787686347935873
9,8.483428982440717,0.17166232546693855,1.1787686347935873
10,13.894954943731374,0.06935379282263274,1.1787686347935873
11,22.758459260747887,0.010825926298374582,1.1787686347935873
12,37.27593720314938,0.016879347887397356,1.1787686347935873
13,61.054022965853264,0.02036727136183122,1.1787686347935873
14,100.0,0.02149862691485345,1.1787686347935873
0,0.1,0.31705988341320884,1.9306977288832496
1,0.16378937069540642,0.30639353887315485,1.9306977288832496
2,0.2682695795279726,0.2970551875683876,1.9306977288832496
3,0.43939705607607904,0.2884361072047627,1.9306977288832496
4,0.7196856730011519,0.2797782626397839,1.9306977288832496
5,1.1787686347935873,0.26989997600561755,1.9306977288832496
6,1.9306977288832496,0.2565060436150895,1.9306977288832496
7,3.1622776601683795,0.2341189647038076,1.9306977288832496
8,5.17947467923121,0.18765915675012132,1.9306977288832496
9,8.483428982440717,0.09178952578560343,1.9306977288832496
10,13.894954943731374,0.010857280141739128,1.9306977288832496
11,22.758459260747887,0.020347212565306878,1.9306977288832496
12,37.27593720314938,0.02373734802152703,1.9306977288832496
13,61.054022965853264,0.024544347006284776,1.9306977288832496
14,100.0,0.024790016170382265,1.9306977288832496
0,0.1,0.30784192335668337,3.1622776601683795
1,0.16378937069540642,0.2975398405192768,3.1622776601683795
2,0.2682695795279726,0.2881693039902705,3.1622776601683795
3,0.43939705607607904,0.27904757189299967,3.1622776601683795
4,0.7196856730011519,0.26921247100274787,3.1622776601683795
5,1.1787686347935873,0.25696851486980105,3.1622776601683795
6,1.9306977288832496,0.23860664694099956,3.1622776601683795
7,3.1622776601683795,0.20423095301043673,3.1622776601683795
8,5.17947467923121,0.1283051354146409,3.1622776601683795
9,8.483428982440717,0.022491727967201162,3.1622776601683795
10,13.894954943731374,0.02001684046590386,3.1622776601683795
11,22.758459260747887,0.02452987849912226,3.1622776601683795
12,37.27593720314938,0.02524291885743128,3.1622776601683795
13,61.054022965853264,0.025408185134936066,3.1622776601683795
14,100.0,0.025458120720853017,3.1622776601683795
0,0.1,0.299959396568854,5.17947467923121
1,0.16378937069540642,0.28996700319410784,5.17947467923121
2,0.2682695795279726,0.2805045887828078,5.17947467923121
3,0.43939705607607904,0.27076000805457306,5.17947467923121
4,0.7196856730011519,0.2594373765374456,5.17947467923121
5,1.1787686347935873,0.24395807518765145,5.17947467923121
6,1.9306977288832496,0.21795862387826961,5.17947467923121
7,3.1622776601683795,0.16327531893708058,5.17947467923121
8,5.17947467923121,0.05656016547747743,5.17947467923121
9,8.483428982440717,0.01605218582578308,5.17947467923121
10,13.894954943731374,0.024448852566112112,5.17947467923121
11,22.758459260747887,0.025405559034864304,5.17947467923121
12,37.27593720314938,0.02554718546525644,5.17947467923121
13,61.054022965853264,0.025578396513456513,5.17947467923121
14,100.0,0.02558780106716573,5.17947467923121
0,0.1,0.2929953019520176,8.483428982440717
1,0.16378937069540642,0.28319962763742884,8.483428982440717
2,0.2682695795279726,0.27349146366683297,8.483428982440717
3,0.43939705607607904,0.2628405872449706,8.483428982440717
4,0.7196856730011519,0.24938743399527158,8.483428982440717
5,1.1787686347935873,0.22895081178739476,8.483428982440717
6,1.9306977288832496,0.19000328145246195,8.483428982440717
7,3.1622776601683795,0.10401827061707851,8.483428982440717
8,5.17947467923121,0.009544125039246822,8.483428982440717
9,8.483428982440717,0.023463422963720497,8.483428982440717
10,13.894954943731374,0.025389174623886932,8.483428982440717
11,22.758459260747887,0.02557787918902203,8.483428982440717
12,37.27593720314938,0.025604534821112513,8.483428982440717
13,61.054022965853264,0.02561038807951249,8.483428982440717
14,100.0,0.025612149608073394,8.483428982440717
0,0.1,0.2866425768059075,13.894954943731374
1,0.16378937069540642,0.2768781797384404,13.894954943731374
2,0.2682695795279726,0.2666721794986929,13.894954943731374
3,0.43939705607607904,0.25462810959893317,13.894954943731374
4,0.7196856730011519,0.23789631782022816,13.894954943731374
5,1.1787686347935873,0.20923971642047043,13.894954943731374
6,1.9306977288832496,0.14778431551227553,13.894954943731374
7,3.1622776601683795,0.03656591384806107,13.894954943731374
8,5.17947467923121,0.02018024815345345,13.894954943731374
9,8.483428982440717,0.025185282570467076,13.894954943731374
10,13.894954943731374,0.0255747725052411,13.894954943731374
11,22.758459260747887,0.02561029036795782,13.894954943731374
12,37.27593720314938,0.025615280404546137,13.894954943731374
13,61.054022965853264,0.025616374174158185,13.894954943731374
14,100.0,0.025616703046673635,13.894954943731374
0,0.1,0.28065655080485896,22.758459260747887
1,0.16378937069540642,0.2706979696441074,22.758459260747887
2,0.2682695795279726,0.25961368736279744,22.758459260747887
3,0.43939705607607904,0.24537976931234448,22.758459260747887
4,0.7196856730011519,0.2233245153879817,22.758459260747887
5,1.1787686347935873,0.18026374270715184,22.758459260747887
6,1.9306977288832496,0.08633831742883677,22.758459260747887
7,3.1622776601683795,0.011672964968902294,22.758459260747887
8,5.17947467923121,0.024478663836924947,22.758459260747887
9,8.483428982440717,0.025536128561165102,22.758459260747887
10,13.894954943731374,0.02560970759228793,22.758459260747887
11,22.758459260747887,0.025616355897739727,22.758459260747887
12,37.27593720314938,0.02561728741191646,22.758459260747887
13,61.054022965853264,0.025617491350048587,22.758459260747887
14,100.0,0.025617552713737994,22.758459260747887
0,0.1,0.2748205048347955,37.27593720314938
1,0.16378937069540642,0.26435999507076136,37.27593720314938
2,0.2682695795279726,0.25182143956249464,37.27593720314938
3,0.43939705607607904,0.23406616894123097,37.27593720314938
4,0.7196856730011519,0.2029159983174649,37.27593720314938
5,1.1787686347935873,0.1349644287779207,37.27593720314938
6,1.9306977288832496,0.023700161899029803,37.27593720314938
7,3.1622776601683795,0.022091700566145313,37.27593720314938
8,5.17947467923121,0.0253954699622781,37.27593720314938
9,8.483428982440717,0.025602453846672566,37.27593720314938
10,13.894954943731374,0.025616247016654017,37.27593720314938
11,22.758459260747887,0.025617488172673324,37.27593720314938
12,37.27593720314938,0.02561766156607682,37.27593720314938
13,61.054022965853264,0.0256176994744367,37.27593720314938
14,100.0,0.025617711054841886,37.27593720314938
0,0.1,0.268916284209048,61.054022965853264
1,0.16378937069540642,0.25751994715248777,61.054022965853264
2,0.2682695795279726,0.24262228414157813,61.054022965853264
3,0.43939705607607904,0.21901132860434783,61.054022965853264
4,0.7196856730011519,0.17172593126695224,61.054022965853264
5,1.1787686347935873,0.07117710342206567,61.054022965853264
6,1.9306977288832496,0.015195701811068751,61.054022965853264
7,3.1622776601683795,0.02489483195082687,61.054022965853264
8,5.17947467923121,0.025575944728340787,61.054022965853264
9,8.483428982440717,0.025614891124476794,61.054022965853264
10,13.894954943731374,0.025617467695947724,61.054022965853264
11,22.758459260747887,0.025617698950574554,61.054022965853264
12,37.27593720314938,0.025617731545164887,61.054022965853264
13,61.054022965853264,0.025617738357093526,61.054022965853264
14,100.0,0.025617740483096577,61.054022965853264
0,0.1,0.262692820006965,100.0
1,0.16378937069540642,0.24971878941082962,100.0
2,0.2682695795279726,0.23096247002081746,100.0
3,0.43939705607607904,0.19719489396122009,100.0
4,0.7196856730011519,0.12263993767367251,100.0
5,1.1787686347935873,0.015867140785429053,100.0
6,1.9306977288832496,0.02319627649557386,100.0
7,3.1622776601683795,0.025480343668533943,100.0
8,5.17947467923121,0.025609926744001327,100.0
9,8.483428982440717,0.025617214797530687,100.0
10,13.894954943731374,0.025617695201753842,100.0
11,22.758459260747887,0.025617738226850314,100.0
12,37.27593720314938,0.02561774423974912,100.0
13,61.054022965853264,0.025617745554043538,100.0
14,100.0,0.02561774592312225,100.0
