,kR,rob_gamma,aR
0,0.1,1.2085016116278806,0.1
1,0.16378937069540642,1.2593012584389887,0.1
2,0.2682695795279726,1.2863480087302475,0.1
3,0.43939705607607904,1.2982546740847751,0.1
4,0.7196856730011519,1.3030098926681166,0.1
5,1.1787686347935873,1.3048307284199996,0.1
6,1.9306977288832496,1.3055164154967087,0.1
7,3.1622776601683795,1.3057729913367204,0.1
8,5.17947467923121,1.3058687691772914,0.1
9,8.483428982440717,1.3059044903015822,0.1
10,13.894954943731374,1.3059178083407572,0.1
11,22.758459260747887,1.305922773132383,0.1
12,37.27593720314938,1.3059246238561835,0.1
13,61.054022965853264,1.3059253137379816,0.1
14,100.0,1.3059255708983362,0.1
0,0.1,1.1368758824579481,0.16378937069540642
1,0.16378937069540642,1.2085016116303695,0.16378937069540642
2,0.2682695795279726,1.2593012584526189,0.16378937069540642
3,0.43939705607607904,1.2863480086394161,0.16378937069540642
4,0.7196856730011519,1.2982546741128624,0.16378937069540642
5,1.1787686347935873,1.3030098927127451,0.16378937069540642
6,1.9306977288832496,1.304830728166194,0.16378937069540642
7,3.1622776601683795,1.3055164154970955,0.16378937069540642
8,5.17947467923121,1.3057729844156711,0.16378937069540642
9,8.483428982440717,1.3058687691775757,0.16378937069540642
10,13.894954943731374,1.3059044903083339,0.16378937069540642
11,22.758459260747887,1.3059178083426717,0.16378937069540642
12,37.27593720314938,1.3059227731328176,0.16378937069540642
13,61.054022965853264,1.305924623856017,0.16378937069540642
14,100.0,1.3059253137375428,0.16378937069540642
0,0.1,1.0635311129234906,0.2682695795279726
1,0.16378937069540642,1.1368758947665814,0.2682695795279726
2,0.2682695795279726,1.2085016115981924,0.2682695795279726
3,0.43939705607607904,1.259301257541743,0.2682695795279726
4,0.7196856730011519,1.2863480087010155,0.2682695795279726
5,1.1787686347935873,1.2982546740906784,0.2682695795279726
6,1.9306977288832496,1.3030098927494476,0.2682695795279726
7,3.1622776601683795,1.3048307281657558,0.2682695795279726
8,5.17947467923121,1.3055164155092522,0.2682695795279726
9,8.483428982440717,1.305772991336689,0.2682695795279726
10,13.894954943731374,1.3058687691774364,0.2682695795279726
11,22.758459260747887,1.3059044903084502,0.2682695795279726
12,37.27593720314938,1.3059178083426957,0.2682695795279726
13,61.054022965853264,1.3059227731327914,0.2682695795279726
14,100.0,1.3059246238559685,0.2682695795279726
0,0.1,1.0094916380287942,0.43939705607607904
1,0.16378937069540642,1.0635311129493472,0.43939705607607904
2,0.2682695795279726,1.1368758947418054,0.43939705607607904
3,0.43939705607607904,1.2085016114841516,0.43939705607607904
4,0.7196856730011519,1.259301258521933,0.43939705607607904
5,1.1787686347935873,1.2863480069213051,0.43939705607607904
6,1.9306977288832496,1.2982546741114511,0.43939705607607904
7,3.1622776601683795,1.3030098956891127,0.43939705607607904
8,5.17947467923121,1.304830728169689,0.43939705607607904
9,8.483428982440717,1.3055164154965662,0.43939705607607904
10,13.894954943731374,1.305772991338436,0.43939705607607904
11,22.758459260747887,1.3058687691772617,0.43939705607607904
12,37.27593720314938,1.305904490307898,0.43939705607607904
13,61.054022965853264,1.3059178083530196,0.43939705607607904
14,100.0,1.3059227731411687,0.43939705607607904
0,0.1,1.0339353468879577,0.7196856730011519
1,0.16378937069540642,1.009491638028814,0.7196856730011519
2,0.2682695795279726,1.0635311129509417,0.7196856730011519
3,0.43939705607607904,1.1368758947488478,0.7196856730011519
4,0.7196856730011519,1.2085016116308342,0.7196856730011519
5,1.1787686347935873,1.2593012584511076,0.7196856730011519
6,1.9306977288832496,1.286348008469754,0.7196856730011519
7,3.1622776601683795,1.2982546741097718,0.7196856730011519
8,5.17947467923121,1.3030098927497147,0.7196856730011519
9,8.483428982440717,1.3048307281657088,0.7196856730011519
10,13.894954943731374,1.305516415495672,0.7196856730011519
11,22.758459260747887,1.30577299133668,0.7196856730011519
12,37.27593720314938,1.3058687691772604,0.7196856730011519
13,61.054022965853264,1.3059044903083468,0.7196856730011519
14,100.0,1.3059178083422698,0.7196856730011519
0,0.1,1.0603987227783414,1.1787686347935873
1,0.16378937069540642,1.0339353468876684,1.1787686347935873
2,0.2682695795279726,1.009491638028892,1.1787686347935873
3,0.43939705607607904,1.0635311129494138,1.1787686347935873
4,0.7196856730011519,1.1368758937456553,1.1787686347935873
5,1.1787686347935873,1.2085016116302405,1.1787686347935873
6,1.9306977288832496,1.2593012584511167,1.1787686347935873
7,3.1622776601683795,1.2863480084842158,1.1787686347935873
8,5.17947467923121,1.2982546741130785,1.1787686347935873
9,8.483428982440717,1.3030098927497138,1.1787686347935873
10,13.894954943731374,1.3048307281661944,1.1787686347935873
11,22.758459260747887,1.3055164154972334,1.1787686347935873
12,37.27593720314938,1.3057729913367253,1.1787686347935873
13,61.054022965853264,1.3058687691772604,1.1787686347935873
14,100.0,1.3059044903083392,1.1787686347935873
0,0.1,1.0774363035360024,1.9306977288832496
1,0.16378937069540642,1.060398717396669,1.9306977288832496
2,0.2682695795279726,1.033935346888053,1.9306977288832496
3,0.43939705607607904,1.0094916380288192,1.9306977288832496
4,0.7196856730011519,1.0635311129058924,1.9306977288832496
5,1.1787686347935873,1.1368758947416537,1.9306977288832496
6,1.9306977288832496,1.2085016116493554,1.9306977288832496
7,3.1622776601683795,1.2593012584389534,1.9306977288832496
8,5.17947467923121,1.2863480083113723,1.9306977288832496
9,8.483428982440717,1.2982546740941265,1.9306977288832496
10,13.894954943731374,1.3030098927719256,1.9306977288832496
11,22.758459260747887,1.3048307284097225,1.9306977288832496
12,37.27593720314938,1.3055164154945738,1.9306977288832496
13,61.054022965853264,1.3057729913367362,1.9306977288832496
14,100.0,1.3058687691757438,1.9306977288832496
0,0.1,1.0885906841890867,3.1622776601683795
1,0.16378937069540642,1.0774363035094319,3.1622776601683795
2,0.2682695795279726,1.0603987173983802,3.1622776601683795
3,0.43939705607607904,1.0339353468878791,3.1622776601683795
4,0.7196856730011519,1.009491637952761,3.1622776601683795
5,1.1787686347935873,1.0635311131866758,3.1622776601683795
6,1.9306977288832496,1.136875894741545,3.1622776601683795
7,3.1622776601683795,1.2085016116301803,3.1622776601683795
8,5.17947467923121,1.259301258572861,3.1622776601683795
9,8.483428982440717,1.2863480086437684,3.1622776601683795
10,13.894954943731374,1.2982546741125716,3.1622776601683795
11,22.758459260747887,1.3030098927484375,3.1622776601683795
12,37.27593720314938,1.304830728166197,3.1622776601683795
13,61.054022965853264,1.3055164154967511,3.1622776601683795
14,100.0,1.3057729913367382,3.1622776601683795
0,0.1,1.096223447281533,5.17947467923121
1,0.16378937069540642,1.0885906841961668,5.17947467923121
2,0.2682695795279726,1.0774363035392969,5.17947467923121
3,0.43939705607607904,1.0603987173994613,5.17947467923121
4,0.7196856730011519,1.0339353468878874,5.17947467923121
5,1.1787686347935873,1.0094916380288148,5.17947467923121
6,1.9306977288832496,1.063531112949085,5.17947467923121
7,3.1622776601683795,1.1368758947409376,5.17947467923121
8,5.17947467923121,1.2085016116303038,5.17947467923121
9,8.483428982440717,1.2593012551603187,5.17947467923121
10,13.894954943731374,1.2863480086219594,5.17947467923121
11,22.758459260747887,1.2982546740938052,5.17947467923121
12,37.27593720314938,1.3030098927460951,5.17947467923121
13,61.054022965853264,1.304830725321048,5.17947467923121
14,100.0,1.305516415449738,5.17947467923121
0,0.1,1.1013147121166595,8.483428982440717
1,0.16378937069540642,1.0962234472805217,8.483428982440717
2,0.2682695795279726,1.0885906841890565,8.483428982440717
3,0.43939705607607904,1.077436303536055,8.483428982440717
4,0.7196856730011519,1.0603987173968272,8.483428982440717
5,1.1787686347935873,1.0339353469084909,8.483428982440717
6,1.9306977288832496,1.0094916377847867,8.483428982440717
7,3.1622776601683795,1.0635311129234701,8.483428982440717
8,5.17947467923121,1.1368758928298508,8.483428982440717
9,8.483428982440717,1.2085016110752351,8.483428982440717
10,13.894954943731374,1.2593012584445413,8.483428982440717
11,22.758459260747887,1.2863480087286512,8.483428982440717
12,37.27593720314938,1.2982546741104632,8.483428982440717
13,61.054022965853264,1.3030098926473952,8.483428982440717
14,100.0,1.30483072846581,8.483428982440717
0,0.1,1.1032893462535607,13.894954943731374
1,0.16378937069540642,1.1013147121171878,13.894954943731374
2,0.2682695795279726,1.0962234472737853,13.894954943731374
3,0.43939705607607904,1.0885906841898354,13.894954943731374
4,0.7196856730011519,1.0774362997716804,13.894954943731374
5,1.1787686347935873,1.0603987173988332,13.894954943731374
6,1.9306977288832496,1.0339353468910613,13.894954943731374
7,3.1622776601683795,1.0094916361574373,13.894954943731374
8,5.17947467923121,1.0635311129234672,13.894954943731374
9,8.483428982440717,1.1368758947416207,13.894954943731374
10,13.894954943731374,1.2085016116272023,13.894954943731374
11,22.758459260747887,1.2593012584877732,13.894954943731374
12,37.27593720314938,1.286348008644551,13.894954943731374
13,61.054022965853264,1.2982546741096896,13.894954943731374
14,100.0,1.3030098927495344,13.894954943731374
0,0.1,1.100183815041854,22.758459260747887
1,0.16378937069540642,1.1032893462515234,22.758459260747887
2,0.2682695795279726,1.1013147121185936,22.758459260747887
3,0.43939705607607904,1.0962234481508604,22.758459260747887
4,0.7196856730011519,1.0885906841890889,22.758459260747887
5,1.1787686347935873,1.077436299772727,22.758459260747887
6,1.9306977288832496,1.060398717398478,22.758459260747887
7,3.1622776601683795,1.033935346888972,22.758459260747887
8,5.17947467923121,1.009491638028903,22.758459260747887
9,8.483428982440717,1.063531112923312,22.758459260747887
10,13.894954943731374,1.1368758919470514,22.758459260747887
11,22.758459260747887,1.2085016103430346,22.758459260747887
12,37.27593720314938,1.2593012583903807,22.758459260747887
13,61.054022965853264,1.2863480086398025,22.758459260747887
14,100.0,1.2982546741126615,22.758459260747887
0,0.1,1.089758603291271,37.27593720314938
1,0.16378937069540642,1.100183815040956,37.27593720314938
2,0.2682695795279726,1.1032893462526074,37.27593720314938
3,0.43939705607607904,1.1013147121171891,37.27593720314938
4,0.7196856730011519,1.0962234472864891,37.27593720314938
5,1.1787686347935873,1.088590684189089,37.27593720314938
6,1.9306977288832496,1.07743629977267,37.27593720314938
7,3.1622776601683795,1.0603987173983802,37.27593720314938
8,5.17947467923121,1.033935346887939,37.27593720314938
9,8.483428982440717,1.0094916361505462,37.27593720314938
10,13.894954943731374,1.0635311129236722,37.27593720314938
11,22.758459260747887,1.1368758947212971,37.27593720314938
12,37.27593720314938,1.2085016116309037,37.27593720314938
13,61.054022965853264,1.259301258448849,37.27593720314938
14,100.0,1.2863480086280015,37.27593720314938
0,0.1,1.070803802724699,61.054022965853264
1,0.16378937069540642,1.0897586032806563,61.054022965853264
2,0.2682695795279726,1.1001838150398222,61.054022965853264
3,0.43939705607607904,1.1032893462783526,61.054022965853264
4,0.7196856730011519,1.1013147121175888,61.054022965853264
5,1.1787686347935873,1.096223447274279,61.054022965853264
6,1.9306977288832496,1.0885906841890916,61.054022965853264
7,3.1622776601683795,1.0774363035420855,61.054022965853264
8,5.17947467923121,1.060398717398391,61.054022965853264
9,8.483428982440717,1.033935346890556,61.054022965853264
10,13.894954943731374,1.0094916380254688,61.054022965853264
11,22.758459260747887,1.0635311132751644,61.054022965853264
12,37.27593720314938,1.136875894741703,61.054022965853264
13,61.054022965853264,1.2085016111840292,61.054022965853264
14,100.0,1.2593012581948062,61.054022965853264
0,0.1,1.0490137972078102,100.0
1,0.16378937069540642,1.0708038027239406,100.0
2,0.2682695795279726,1.0897586032881252,100.0
3,0.43939705607607904,1.1001838150408474,100.0
4,0.7196856730011519,1.103289346253477,100.0
5,1.1787686347935873,1.1013147121171056,100.0
6,1.9306977288832496,1.0962234472731356,100.0
7,3.1622776601683795,1.0885906841890873,100.0
8,5.17947467923121,1.0774363035318038,100.0
9,8.483428982440717,1.0603987173982135,100.0
10,13.894954943731374,1.0339353468916714,100.0
11,22.758459260747887,1.009491636158046,100.0
12,37.27593720314938,1.0635311128860723,100.0
13,61.054022965853264,1.1368758947415518,100.0
14,100.0,1.2085016116323621,100.0
